harvest_year,manure_type,date_applied,strip,sample,replicate,amount_FW_ t_ha,DM_percent,amount_DM_t_ha,N_percent_FW,C_percent_DM,P_percent_DM,K_percent_DM,Ca_percent_DM,Mg_percent_DM,Na_percent_DM,S_percent_DM,Fe_percent_DM,Mn_percent_DM,Zn_percent_DM,Cu_percent_DM,Ni_percent_DM,Co_percent_DM,Cd_percent_DM,Cr_percent_DM,Pb_percent_DM,N_kg_ha,C_kg_ha,P_kg_ha,K_kg_ha,Ca_kg_ha,Mg_kg_ha,Na_kg_ha,S_kg_ha,Fe_kg_ha,Mn_kg_ha,Zn_kg_ha,Cu_kg_ha,Ni_kg_ha,Co_kg_ha,Cd_kg_ha,Cr_kg_ha,Pb_kg_ha,C:N,note_id
1850-1860,FYM,autumn,2.2,*,*,35.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,224.000,*,39.000,157.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"1,4"
1860-1880,FYM,autumn,2.2,*,*,35.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,224.000,*,39.000,219.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"1,4"
1900-1910,FYM,autumn,"2.1, 2.2",*,*,35.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,224.000,*,39.000,95.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"1,4"
1930-1940,FYM,autumn,"2.1, 2.2",*,*,35.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,224.000,*,50.000,230.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"1,4"
1941-1950,FYM,autumn,"2.1, 2.2",*,*,35.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,191.000,*,45.000,179.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"1,4"
1951-1959,FYM,autumn,"2.1, 2.2",*,*,35.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,179.000,*,28.000,157.000,*,*,20.000,*,*,*,*,*,*,*,*,*,*,*,"1,3,4"
1967,FYM,1966-10-14 00:00:00,"2.1, 2.2",A,*,35.000,25.000,8.750,0.700,*,0.409,3.100,*,*,*,*,*,*,*,*,*,*,*,*,*,245.000,*,35.800,271.300,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1967,FYM,1966-10-14 00:00:00,"2.1, 2.2",B,*,35.000,20.900,7.315,0.598,*,0.388,3.000,*,*,*,*,*,*,*,*,*,*,*,*,*,209.300,*,28.400,219.500,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1968,FYM,1967-09-18 00:00:00,"1, 2.1, 2.2",A,*,35.000,25.750,9.012,0.619,*,0.547,3.460,1.500,0.300,0.315,*,*,*,*,*,*,*,*,*,*,216.600,*,49.300,311.800,135.200,27.000,28.400,*,*,*,*,*,*,*,*,*,*,*,*
1968,FYM,1967-09-18 00:00:00,"1, 2.1, 2.2",B,*,35.000,26.750,9.363,0.623,*,0.454,3.600,1.410,0.290,0.310,*,*,*,*,*,*,*,*,*,*,218.000,*,42.500,337.100,132.000,27.200,29.000,*,*,*,*,*,*,*,*,*,*,*,*
1969,FYM,1968-10-04 00:00:00,"1, 2.1, 2.2",A,*,35.000,20.500,7.175,0.600,*,0.640,4.040,1.580,0.316,0.380,*,*,*,*,*,*,*,*,*,*,210.000,*,45.900,289.900,113.400,22.700,27.300,*,*,*,*,*,*,*,*,*,*,*,*
1969,FYM,1968-10-04 00:00:00,"1, 2.1, 2.2",B,*,35.000,20.750,7.263,0.670,*,0.640,4.320,1.570,0.356,0.360,*,*,*,*,*,*,*,*,*,*,234.500,*,46.500,313.700,114.000,25.900,26.100,*,*,*,*,*,*,*,*,*,*,*,*
1970,FYM,1969-10-01 00:00:00,"1, 2.1, 2.2",A,*,35.000,25.600,8.960,0.820,*,0.680,4.170,1.459,0.354,0.350,*,*,*,*,*,*,*,*,*,*,287.000,*,60.900,373.600,130.700,31.700,31.400,*,*,*,*,*,*,*,*,*,*,*,*
1970,FYM,1969-10-01 00:00:00,"1, 2.1, 2.2",B,*,35.000,23.400,8.190,0.740,*,0.620,4.160,1.335,0.300,0.340,*,*,*,*,*,*,*,*,*,*,259.000,*,50.800,340.700,109.300,24.600,27.800,*,*,*,*,*,*,*,*,*,*,*,*
1971,FYM,1970-09-22 00:00:00,"1, 2.1, 2.2",A,*,35.000,21.600,7.560,0.690,*,0.568,4.270,1.522,0.336,0.478,*,*,*,*,*,*,*,*,*,*,241.500,*,42.900,322.800,115.100,25.400,36.100,*,*,*,*,*,*,*,*,*,*,*,*
1971,FYM,1970-09-22 00:00:00,"1, 2.1, 2.2",B,*,35.000,23.700,8.295,0.660,*,0.490,4.390,1.554,0.323,0.514,*,*,*,*,*,*,*,*,*,*,231.000,*,40.600,364.200,128.900,26.800,42.600,*,*,*,*,*,*,*,*,*,*,*,*
1972,FYM,1971-09-29 00:00:00,"1, 2.1, 2.2",A,*,35.000,25.000,8.750,0.850,*,0.534,4.540,1.820,0.354,0.482,*,*,*,*,*,*,*,*,*,*,297.500,*,46.700,397.300,159.300,31.000,42.200,*,*,*,*,*,*,*,*,*,*,*,*
1972,FYM,1971-09-29 00:00:00,"1, 2.1, 2.2",B,*,35.000,23.300,8.155,0.870,*,0.564,4.120,1.780,0.365,0.462,*,*,*,*,*,*,*,*,*,*,304.500,*,46.000,336.000,145.200,29.800,37.700,*,*,*,*,*,*,*,*,*,*,*,*
1973,FYM,1972-10-11 00:00:00,"1, 2.1, 2.2",A,*,35.000,23.500,8.225,0.820,*,0.384,4.120,1.160,0.270,0.223,*,*,*,*,*,*,*,*,*,*,287.000,*,31.600,338.900,95.400,22.200,18.300,*,*,*,*,*,*,*,*,*,*,*,*
1973,FYM,1972-10-11 00:00:00,"1, 2.1, 2.2",B,*,35.000,19.700,6.895,0.690,*,0.372,4.640,1.260,0.284,0.283,*,*,*,*,*,*,*,*,*,*,241.500,*,25.600,319.900,86.900,19.600,19.500,*,*,*,*,*,*,*,*,*,*,*,*
1974,FYM,1973-10-09 00:00:00,"1, 2.1, 2.2",A,*,35.000,19.540,6.839,0.685,*,0.553,4.460,1.520,0.283,0.326,*,*,*,*,*,*,*,*,*,*,239.800,*,37.800,305.000,104.000,19.400,22.300,*,*,*,*,*,*,*,*,*,*,*,*
1974,FYM,1973-10-09 00:00:00,"1, 2.1, 2.2",B,*,35.000,17.390,6.087,0.725,*,0.607,5.070,1.680,0.316,0.338,*,*,*,*,*,*,*,*,*,*,253.800,*,36.900,308.600,102.300,19.200,20.600,*,*,*,*,*,*,*,*,*,*,*,*
1975,FYM,1974-11-04 00:00:00,"1, 2.1, 2.2",A,*,35.000,20.300,7.105,0.640,*,0.522,3.700,1.550,0.298,0.314,*,*,*,*,*,*,*,*,*,*,224.000,*,37.100,262.900,110.100,21.200,22.300,*,*,*,*,*,*,*,*,*,*,*,*
1975,FYM,1974-11-04 00:00:00,"1, 2.1, 2.2",B,*,35.000,20.000,7.000,0.660,*,0.612,3.950,1.550,0.334,0.327,*,*,*,*,*,*,*,*,*,*,231.000,*,42.800,276.500,108.500,23.400,22.900,*,*,*,*,*,*,*,*,*,*,*,*
1976,FYM,1975-10-09 00:00:00,"1, 2.1, 2.2",A,*,35.000,30.420,10.647,0.540,*,0.433,4.660,1.490,0.299,0.473,*,*,*,*,*,*,*,*,*,*,189.000,*,46.100,496.200,158.600,31.800,50.400,*,*,*,*,*,*,*,*,*,*,*,*
1976,FYM,1975-10-09 00:00:00,"1, 2.1, 2.2",B,*,35.000,31.790,11.127,0.540,*,0.369,3.910,1.220,0.242,0.393,*,*,*,*,*,*,*,*,*,*,189.000,*,41.100,435.000,135.700,26.900,43.700,*,*,*,*,*,*,*,*,*,*,*,*
